date,next_open,next_close,diff,up_indicator
2016-05-25,450.2,453.86,3.660000000000025,1
2016-05-26,453.86,472.1,18.24000000000001,1
2016-05-27,472.1,526.68,54.57999999999993,1
2016-05-28,526.68,515.67,-11.009999999999991,0
2016-05-29,515.67,531.64,15.970000000000027,1
2016-05-30,531.64,527.84,-3.7999999999999545,0
2016-05-31,527.84,537.86,10.019999999999982,1
2016-06-01,537.86,536.44,-1.419999999999959,0
2016-06-02,536.44,568.07,31.629999999999995,1
2016-06-03,568.07,572.89,4.819999999999936,1
2016-06-04,572.89,575.93,3.0399999999999636,1
2016-06-05,575.93,584.69,8.760000000000105,1
2016-06-06,584.69,577.67,-7.0200000000000955,0
2016-06-07,577.67,581.14,3.4700000000000273,1
